match_id,losing_team,recovery_seconds,post_loss_tpr,is_hsv
DFL-MAT-J041VN,0,22.96,0.36782986934567496,True
DFL-MAT-J041VR,0,5.12,0.406456750694828,False
DFL-MAT-J041VR,1,17.8,0.33086800298780034,True
DFL-MAT-J041VR,0,32.08,0.33322585297978774,False
DFL-MAT-J041VR,1,3.24,0.5227588608180038,True
DFL-MAT-J041VR,0,1.76,,False
DFL-MAT-J041VR,1,5.0,0.4128663613664953,True
DFL-MAT-J041VR,0,4.92,0.5492082394426645,False
DFL-MAT-J041VR,1,4.52,0.47008963951128346,True
DFL-MAT-J041VR,0,35.08,0.35647866142355306,False
DFL-MAT-J041VR,1,16.52,0.26200970974082494,True
DFL-MAT-J041VR,0,39.88,0.32439122481286115,False
DFL-MAT-J041VR,1,4.92,0.4511852821212875,True
DFL-MAT-J041VR,0,57.2,0.40648131217582106,False
DFL-MAT-J041VR,1,52.16,0.3278762862341068,True
DFL-MAT-J041VR,1,3.76,0.31241764632087005,True
DFL-MAT-J041VR,0,7.0,0.246556380219782,False
DFL-MAT-J041VR,1,51.56,0.3771054599353212,True
DFL-MAT-J041VR,0,7.52,0.43470547707201135,False
DFL-MAT-J041VR,1,22.0,0.2254066794517313,True
DFL-MAT-J041VR,0,5.76,0.6288612417986016,False
DFL-MAT-J041VR,1,38.52,0.41121036803571726,True
DFL-MAT-J041VR,1,5.36,0.23265901377575757,True
DFL-MAT-J041VR,0,43.2,,False
DFL-MAT-J041VR,0,3.16,0.3682632296961345,False
DFL-MAT-J041VR,1,21.68,0.3138761687575955,True
DFL-MAT-J041VR,0,7.44,0.425022036625979,False
DFL-MAT-J041VR,0,29.72,0.3495636496383862,False
DFL-MAT-J041VR,0,9.76,0.333214490627316,False
DFL-MAT-J041VR,1,2.56,0.5442996237787436,True
DFL-MAT-J041VR,0,8.6,0.49172896592036036,False
DFL-MAT-J041VR,0,3.88,0.37702072722205504,False
DFL-MAT-J041VR,0,4.4,0.33471310413925087,False
DFL-MAT-J041VR,1,33.64,0.25931377048373183,True
DFL-MAT-J041VR,0,32.88,0.4441615080276251,False
DFL-MAT-J041VR,1,49.96,0.48699314256523024,True
DFL-MAT-J041VR,0,55.2,0.43731015999638645,False
DFL-MAT-J041VR,0,8.36,0.44676151815031506,False
DFL-MAT-J041VR,0,17.08,0.3119722017411121,False
DFL-MAT-J041VR,1,22.08,0.37268830119366814,True
DFL-MAT-J041VR,1,29.2,0.34469462527813843,True
DFL-MAT-J041VR,1,9.52,0.5598661348254592,True
DFL-MAT-J041VR,0,16.44,0.3940581922499348,False
DFL-MAT-J041VR,1,6.04,0.3546771169220653,True
DFL-MAT-J041VR,0,16.24,0.3479389558771016,False
DFL-MAT-J041VR,0,33.32,0.4535951297566432,False
DFL-MAT-J041VR,0,29.8,0.4032927494682258,False
DFL-MAT-J041VR,0,3.08,0.45339467067984396,False
DFL-MAT-J041VR,1,19.12,0.32591211666881276,True
DFL-MAT-J041VR,0,15.28,0.3063910713394888,False
DFL-MAT-J041VR,0,1.88,0.5451740050175434,False
DFL-MAT-J041VR,1,5.92,0.3998391681415752,True
DFL-MAT-J041VR,0,45.72,,False
